Item,Type,Description,Product type,Main type,Items,Email (from Contacts) (from Customer) (from Orders) (from Items),Customers,Unit price,Picture,Weight (g),Material,Comment,Unit cost ¥,For sales,Costs proposed by suppliers
Accessories - Gift Box,Accessories,Gift Box,,Accessories,"['recYTyDS3J8T6ehPB', 'recGIwRaOI3FDzAg1', 'rec8QyfjCv6yjybgL', 'rec57pYSPJhUNf3gz', 'rec7OFwu3XmSQexnM', 'recXyUR8jy4rL1Ylx', 'recD9xRD43BKfOB16', 'rec87kGL3nJnpqrzF', 'recpx4qob2sYISlq8', 'recuwbNBzQlm5YnCp', 'recKIOXNR3Atz37Yf', 'reck8hqg239H3fIiL', 'recBzVHAz8qCeTZBH', 'recVbOzAykFKXRqFE', 'recfEKl4qltq6tOHO', 'recG42ltufv7t5U5k', 'recjN9hgPZ3rTy1CI', 'reciZDD2qlERYj7Ag', 'rec7gCWK8GsWCGOr4', 'rec6ZpIJ5GNMgWwW0', 'recxgSo9bVQjFAPzI', 'recYyGb8gVuV3wUv6', 'recCrRxtGaWnPtEal', 'recRD9Wnbhpdy6Yjj', 'rec8BjEMgzYsIClII', 'recS5pZBzKRAMNJqd', 'recf8FLskLhRXMvup', 'recuFLOfuWxYfOVqL', 'recnORdjbjD3BKfZV', 'rec7ok4uP71w8XBan', 'recswZbA4wXsUCzXd', 'recq9hmTHnI4vfLrb']","['Craig@tequilamandala.com', 'Craig@tequilamandala.com', 'Craig@tequilamandala.com', 'prigney@thesheddistillery.com', 'claire.s.bay@gmail.com', 'Mark M mark@saharex.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'prigney@thesheddistillery.com', 'claire.s.bay@gmail.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'Craig@tequilamandala.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'Craig@tequilamandala.com', 'Craig@tequilamandala.com', 'Craig@tequilamandala.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'miguel@ckbg.com', None, 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'd.issaq@italiancoffee-co.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', None, 'prigney@thesheddistillery.com', 'claire.s.bay@gmail.com']",,1.12,,,,,0.0,True,
Glass - 1L Scapegrace Black - Disked BOTSGB1000-D,Glass,1L Scapegrace Black - Disked BOTSGB1000-D,['Repeat order'],Glass,"['recWUaXtS0fwN2Edb', 'recy0en8TomVOkKYH', 'recXcmWzZ2RyYtcMy']",[None],,2.38,,,,,,,
Accessories - CORK 700 / 750 / 1000ml,Accessories,CORK 700 / 750 / 1000ml,,Accessories,['recRaD56qla5QIfF8'],,,0.16,,,,,,,
Ceramic - Tin Ceramic 750ml,Ceramic,Tin Ceramic 750ml,,Ceramic,['rechbsxidPSP0g6CQ'],"[None, 'davidhinkle@desertdoor.com']",,3.47,"[{'id': 'att86Af06YoAu4hYO', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/hCVlebH3mTsl2mxYn8zuwA/pNdB1D7uB8dKTVQxtjuEZhAzFJp69i6lgUdGEocFzWiiwwkYR_iKbE8AuDikkha4G7G-Wg8Jbf2iezku7wzhbALfgGSKPbA6hKJGTsLQnqQ/S9ourUB6DJzrjWNCcKLM2VHmdwlyt_hkt8a7zitPB1M', 'filename': '微信图片_20230925121212.jpg', 'size': 182318, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/ypGzx8DDrH24rn8pXe1tBg/M964440Pes23XPlfpYnmBvQGMvlIzk-cks7Ea7rmHIlymvPADtXsibC0A1lUGMCuZOIZ6kSN9lNccQY0vbIpLw/JrBo2KBUCgty6qzWc_X3rRktMXatSKT42N00LHI2ync', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/xqZ9989O3uLL-6N3kIbAgg/sOEBtKTJA1pnlgVfasL_4ULcd-bDtWuwxnStvTHzMUxcJMlOu3zQYmnWF8AnlbOTHpOMujlLM-C3k6WWWm_rSw/juuMgxCqJOdSpB5TtIcefRFTh8_eTtRsLy8vvp__NEY', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/9KskkB4sWhM8nahBLSw3Qg/dq2LkzqZdDlH115zTinxpLS92MBwNHc6DIhOObQqMOwVJ_h7Ql-fWHFSOTw1DfuqTa-hx2H1YLm_FOfEwn9mSw/s4oYflxsXAHDbUGyMNXkfEbRKA5b33PPFwIZBfBSIQ8', 'width': 3000, 'height': 3000}}}]",,Ceramic,,13.75,,
Glass - Cup,Glass,Cup,,Glass,"['recF78IbggGleL6lY', 'rechI8cvAM5SyfnFJ', 'recZq1lHstptLGkuN', 'recDm6vtHdKgKHvo3']","['Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'd.issaq@italiancoffee-co.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'prigney@thesheddistillery.com', 'claire.s.bay@gmail.com']",,,,,,,,,
Accessories - LOGIA Ceramic 700ml Matt White- Single Side Color,Accessories,LOGIA Ceramic 700ml Matt White- Single Side Color,['Repeat order'],Accessories,['rec4Kfwo3Y4MEltNf'],,['recTPTgCcQmd80v6C'],0.43,"[{'id': 'atttnMoRC9O84LT5l', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/p-K4Mv3WWFC3cFtREYonbw/cUzD0UZjY5ggc-WWRvKtQRGNTdQ48hQx85eErN88lbqkqOP8BDvEzvhy48a-4wMUrZ-JMnHxPYf1Lmw0rMcPwb25v5BgV4vbOzCmPC52xN782GF_HmFbAgprekzcGPXb/Rb-KBoAiSMTTRnkx0B7JoaM2pRvsTi08H_ktYcAdPiQ', 'filename': '9f547f48d51cf6361e78e4b2ce7aea5.jpg', 'size': 384780, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/q7DTeUDAX8wdARYoEgkOFA/nK8yiPVW6WvArPTI_cttmJ0yVI4P4bslL5S8n0bhCQvasJKODaFsZBIlF7EeShfeNFNYJKA49kZlA_bY6thAkg/4xxQryC-ubYuzJ_aqqmd7nxtNDiMNeWZWPtE8xHPO7A', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/_wlvwRS795uJ2Hkm6eJNZQ/wxZLJciLpGyIUH8NF-mzdhE_eK7gU7bV6wVyRMYeF7OvWXqgP67AEEapbpj34g5jdQSR_Idz6_w3YAgboyT05Q/TTDPc1i19sI3ULqjqERbalK5WC0zwVjbIl0w4HBLG7Q', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/7DbJZzfdhb1Mod7mbV1j-A/10P0sd3CuRp6PRJAvWriWRuMMhdlpuJngtabJ75Juz-uYFNoPlK2HYVMaXGhCPKmi8H3v2F3rdM-ns3oM9Ml5Q/kvJwUsTDIgjuEQqcaT1HaPwEw6Euy3UwbURGuZN7qvk', 'width': 3000, 'height': 3000}}}]",,Ceramic,,1.95,,
Glass - Alligator 750ml,Glass,Alligator 750ml,['Repeat order'],Glass,['recYWrGYEXyLGWItF'],,['recyN9PCcdYScELcF'],1.08,"[{'id': 'attE0axIzJORFzEqk', 'width': 448, 'height': 950, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/ksItOHz_3gsCFkAXfL6SRg/_EvKx0CTWSHiUWuUKmI-8lcRPYdsEeQixcOivbsw2QM0kMmkvQK-VY4gOfKp7KFSdKDSwH854byR2JhqIk2hp3uDQZ33_MH8nK1LGbzIBFI/6Xr0zo4WofC0KsxUvihz4Q_YY7OML2k1fv23Rc_K95w', 'filename': 'Alligator 750ml.JPG', 'size': 82273, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/yuD3gF0Ln3Cs0WBGmskLUw/a0zlvW2LqsaYOjw6oT_WGKfZmVTYnGAZ2McNAqw5tuwVV2Ov-8HTaFgrioekwlbS2-zqO6UFEcp9U-tJ43l1Ug/g-2wpMqbjFEJhIwbAhj8tJ1mi1AqUU2vRXCcOZgZtKM', 'width': 17, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/VYEpVeUtU9jJV15IDXhq0g/6BDSXWduLJ94aXhEUXwkxBTMJqJZwcosurMAL6Aw_aklNfe3S_bCEuI86PhhAMIxI5AAckwgdfZCIB70Bgs2DQ/ImPAD6WnBUo0PnMX8D_fh2J7WAMUS9NoL8HtzqLoaik', 'width': 448, 'height': 950}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/Sd16V1LKwgboeyTDqbSDDQ/Flr1aPualdXcOXtiiLlyLUA1b9YZuBh84ikvUlLke1TeZYsJWIuYcXzq9_V15XPLhKXo4XcrXlBGrQ9eogZJFA/UXDmmGcTcARc6DUch3lCIIRZIXB16T-XHbdB7zYmX7Q', 'width': 3000, 'height': 3000}}}]",580.0,glass,,5.65,,
Ceramic - Eagle 750ml,Ceramic,Eagle 750ml,['Repeat order'],Ceramic,['rec5J0P3qRSTJAA6L'],"['Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com']",['recyN9PCcdYScELcF'],13.65,"[{'id': 'atta3820LQ6McPBQ8', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/215Ia3FyYN0KyZeQfZVGSQ/mTFMZv2yWGDuln54tCHtwQyB46ivnGHIb6rDDgbUs4Q6djah5eWoBnnd6vCXeb-al_TSOWPxHNsmWERVKRA2f-t4fLH31XbMnt5I0wlac0-dfnLFVs064h3EnP_5uJxU/dkBmwOUv7_OxMHEBkEpTMfEVe5wH1_hSz0DXyCtVw44', 'filename': '01c7cbe6706b153887ce393bdd5c62a.jpg', 'size': 547295, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/CS4AfYqdi4rQWMIAPfpcHg/Ud56N-rcBwdOJgnfAo2lbFq1Nw-QAqUeyBwUJvPqfW0wciVXKFfqM6NZJAxztNI_lBFaiocvjrCisPvXjU9z9A/p1ZMci_elOcDLN_2pC0yxdz1x9Cx3V89I7N9y9q6o-0', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/R1flK8hytHpXYaEn4YTmWQ/LjEH2tK3q6kEnN1DL6SRWKqr0pciygJKFSsPcCAHMBIrApOa9KpJYeDdakjh-Q4ahomyZHBY-tseFgxWxep7VQ/n3o5cDgYvsHelI-Ix9v1R0S1A5yLq6q1Uj1WI3rcdaU', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/dyPvQU7AAB0o6ADJwvU7Yg/TqOGDmyG57Oxt07Y9EdkEk1FfI7o1lwlAhTArJ6sXJ8S76KXyIOW3Yxfn1O9kza9Whce2Gn-57i4X8H7t_oV5A/z5bGBRO72IOlouRFO3VAcr6aYkTtwYI4z-GIIVhUhko', 'width': 3000, 'height': 3000}}}]",,Ceramic,,60.5,,
Glass - Dirty Tequila 50ml,Glass,Dirty Tequila 50ml,['Repeat order'],Glass,['recMJOFKN1d7zyrhP'],,,0.214,"[{'id': 'att7ehuU1fllf4SXe', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/LXBTazMy22U9OBoV_0xLBA/SOWo_sjMYz3sRDdWtrpJ2Bf2qAO8q-Ww_t6Dks_lkEC0lGuPl8-h3mS4MwSpAgQR31XQ2DSgWvsO3PorF3hvQ3BBkl6_LbaH48RPIFQRAeM/Ah8zPFDKEr_oWsg5loMCjedSfWi2MkO8sFzJcb5zytM', 'filename': 'Dirty Tequlia 50ml.jpg', 'size': 94832, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/LF0t9iVA5bzjgCBnVxEMXA/GckGLrby-9h7ozFew65RFl6Rc3tjG69K_k6blFfvTgEtR2B6XwICCtBIKUaEIA_pi7UtOVz00sR43H5hkaeGrQ/wNUh1RVpwuwk2dD6D3dhLUjck8grEWDm4QptJcNXCjY', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/Acl8Wj5MfRbbrWxGQnlt_w/FEZWYD3hQxTCSBGe-udZyGSoWjP4VXOYqnYPgkeORbapcE5V94fdSNzUs-3kbbNlf_8cdQU4RqedyH4DpAVrWw/V8qc_V53VLZCsAbuTypIbjmxzkUQrCdNhkogvsjpkzs', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/oNHRnOg26zZ6grUTvE3IoQ/mBcnCxgJYMqJnsfu6HUDiAAvUW_6_myKTLrwb64MnMHro_CFYON0Ecgn-S-iSfsLthzFqUJEXBb9V4WAgLn7Ug/wM0wzIqUYWGwrtkMoF-hd7mWimTcMsGUERSLCZw7HUc', 'width': 1280, 'height': 1706}}}]",,,,,,
Ceramic - Gun Powder Ceramic Cat 700ml,Ceramic,Gun Powder Ceramic Cat 700ml,['Repeat order'],Ceramic,"['rec3A5VAUsOj4dswF', 'rechoOoPJ5evofYmt']","['prigney@thesheddistillery.com', 'claire.s.bay@gmail.com', 'prigney@thesheddistillery.com', 'claire.s.bay@gmail.com']",['recGTcKqeeoGfgBkP'],3.6,"[{'id': 'att5z86JZwfkwxGsr', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/o3A0MryUI3gj5IcP2GVdww/SOQ2nTJaCD_EodFS9UEZpmMWiI_H8rGvjMbLSdvu8T6mPQqxSqOz3qZ08zNb88TA6NBcz1VevWoM2CVFrMDc96okI83WblAmaRPhKD2BHHEcbFKvFGxk7O7cByRApQle/yk8ulHlCRW_wxN2ZCEaVazegWCZPCTvJXtSn5FWP6oE', 'filename': 'd8ed56660c529250b7cf8e274590808.jpg', 'size': 365975, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/olCT_rKXGcw7xRbkHZl04Q/AexDxW_iXv5ZAXBHN2r-QtCvdTjhK_Czr8nerzKsTnOlUfMXYp07DbcY3cMcg4EF1MNUr3NRDizSoA1ySGmMCw/_nlO2OEt3kNKvCaNhWAV_bGIAj6wbn7Z3HitVCQi7zU', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/rw5_-2lws31jV1kcJAqRGA/FqSnZPDk3rZ4zUnFp8E14lGempxgqJwS2T-CSAa7X7jDyHGPVYkA0NyHZkd781d1KMFdCbIYJRYoym4OurlouA/GpGsXkx9s2KKEZPdYu-Ysc2uLZ4bOEYnKJKs-ZsER2I', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/nO2EipRvx8SUaNfAFmyTlg/vjD-Yp4q5b0eis0CcxztfGKi9d3eU0MG0gQwcVv9oQB2dO37yklXkaCLTwrjSvJMVc9bkegLJYjULtJ8oTK4zQ/JtnC1X61CTw1Wr96hD-SqffnOEtFzncsCh9hYk3V2Rs', 'width': 3000, 'height': 3000}}}]",,Ceramic,,19.58,,
Ceramic - Angry Dog Ceramic 100ml Blue,Ceramic,Angry Dog Ceramic 100ml Blue,['Repeat order'],Ceramic,['recyc33Z7aD58t3Af'],['dairenort@gmail.com'],,1.98,"[{'id': 'att0aPlEW47CdUW0a', 'width': 858, 'height': 1920, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/6rUIVMRGe6k7oW2KQDdnsQ/YbqKEEgVPQQxWwtM3BT5CLb5NNOJ_V6Du7UREVEBIPQ2J3rReFcP7Dp9EZCelE50_xOrFccHPCJ8M8BmkmuXw2bY5o613Ud8M9H-85S4y80AWF8qivlcAY4SM03s12TE/Fg3wUilWNewj71NqMXXIYEbFZ8WhFpvL62nG8bXfM14', 'filename': 'f373ea1f1569fafe14fadc5d1a3da2d.jpg', 'size': 779857, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/NhH9m9ssHsq7X0ixzyHZ7w/DjRbrv20B6MGV04uUI3MqsaWPfYnVNzqyuKE5r2-KLR8ftnwyEO_d91Rnm7-6XNMsUJUgFFtT0iqFa29_uQnnA/-Js4dWuY3NAPnkcA2MwoIO_4t0tvAltyzV0PbmFmFlQ', 'width': 16, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/tuP7PuFYU35xD5JZ8eDlvQ/TxyRmn0zRwzGsVEe_JLdU9vl9kaQVMRaigcMCWc5jmOSNECq297pKgKro8buKa0UUIoV9oh4N4x8S7uOpxnxNg/wtF1IeFL9pSPGTbUqDg4i-F76u2nZtTugkyyihSJ-AE', 'width': 512, 'height': 1146}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/bA_9zGX4YXe0Mm3iKdHttQ/_1OgG8ms_XzUsWvV-LW8b_E_1hpO2mBtnGmE5uLaiIDyXpPVi5eoIPpuHejqaMN0FO987A0UjWttrqnIPFFWQg/fSEQLju6rc8ZiRaH3zKKfiM8V1bzI-5twqhBXMC44qA', 'width': 3000, 'height': 3000}}}]",168.0,ceramic,,9.5,,
"Glass - OASIS 750ml_Still
_Option 2",Glass,"OASIS 750ml_Still
_Option 2",,Glass,['recW4OSBdVTaAqOJ1'],"['Gopinath.Murkoth@nfpc.ne', 'rohan.dsouza@nfpc.net']",['recg8gXE9BuMWh6oF'],50.0,"[{'id': 'att1gdL8PLaftbGzP', 'width': 3042, 'height': 4000, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/IkSQr5Niyqbf1CRmbk2GNw/uQw3albDgWRwGZ0if5mgibMRSU_KKzYBu-ABvp_mUQZoMwvzHKhdZ9iOt0FQAmBeI96dXqkd5ij2K9veL_nOocg2_JReIbb3xrfx1bUcg6xPDDXDLFkoEVIcyV7UvbQW/O4q4wxUXLRkIkjl3ZreE3NPQ45mxw6IKqTY3PiKWhdc', 'filename': '750ml_Glass_Bottle_Still_Option2.jpg', 'size': 391529, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/2dj4lCBmtMixrK6heMUIEg/Qpuviq_EroKWaotDFIvOCqJzbnhvXZ-U8f-TBpxE9w6FvqNHRZNvh6TlgA4vwsRiOAboJOLgHz_OBS9f5e_gyQ/lBZsm_LDMMpZUJW-VNl8Cbjpi2_9qEH7Uj9aLxFH-Ho', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/s3Gy9yj6entCdkZP98Y7IQ/Rvij35G2fS3Tm67aQ_7HNunYDrYExAUD3ywy5bP_nj7toNQTLytFf74VJz6wC1arZcz6JlejuU3wBW4WAFrL4w/woy3xdTPN3BjNZQeMswfvBFCjy91WKyAcn6ehI1dcqw', 'width': 512, 'height': 673}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/IUURmo5jyLfsbg-0fo6UIQ/92b1r3La7m41QeWETEml1EzR3ukTV4HQF5lv5c2wGV8L-nYoSn5N_n8Z3MidcZ6MDNPwqsrMXVc1qMJPWL1lCA/vEqs9xo_aexiMdfIkLA_2ClRZ8jSUhmGFGd1J2sVLhQ', 'width': 3000, 'height': 3000}}}]",520.0,Flint,"Sample order include naked bottle, serigraphy, shipping carton, and Fedex Fee",,,
Accessories - Angry Dog Ceramic 100ml Wooden Cap+ Cork Red,Accessories,Angry Dog Ceramic 100ml Wooden Cap+ Cork Red,['Repeat order'],Accessories,['recPjndvOaAyKcoaG'],['dairenort@gmail.com'],,0.38,"[{'id': 'attHIRSx019Dj8UlO', 'width': 273, 'height': 257, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/XSe1jP2mZGE6fWHFZ56tQg/oKMISqFLXSRt0CP0v2r9uCS8vb_YU7wp6B2o5whgC-kK_y96fD7zzwDSVwELHoznoVUI1rxS8uG57b_CLp2fr1FH_1zAH56zpFrHxOiOGsw/4trY19_zGcl3LRLEHh3fEQ41O3ySYQjuZfiniwVhbOw', 'filename': 'image.png', 'size': 158007, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/a-zR4TWnNLDjOkLKAMI-CQ/rxRN5-p-qAIoCEBc7aLTCW9q_yd9EOgoij6_HqfFQINMJGrVbwdgMutlHzLZV4OxGqm72omo9vr5237_3vwASQ/-WL5lSg-zHmlSq2YewpCDHZ0sUPzq88BIsosvxAV0hY', 'width': 38, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/sArXfaJvCG8PdH2jINgOkg/QURC3YKbo3XIE9Lv6ofN4d3j2WIvnUE7pD5ZI1BaeEM0TLDYSfkiBQwSb2rav8QBEYP1Sa_8LoIVBr-E2pHUMQ/Fx0MNAYaVkOiIXcSMy8NJwPEBaEfr_M_wUrfEY7Zc78', 'width': 273, 'height': 257}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/kcxwFW6gMzEGiGkag4bSNA/9mAcnnJOw2jt2bEHS8U1pbvgHxG3J0IejnDsnSrspZTBaJNzeX-yfnBMkSoVeaedWLv9BfwYkXP5fvlfnAgoZw/O5EkHB2uh8vlqxtUcmeiMaKV2EuHnwbmgmSH5q666Ys', 'width': 3000, 'height': 3000}}}]",6.0,wood+cork,,1.76,,
Perfume bottle - MANGO 50ML MATT DARK GREY,Perfume bottle,MANGO 50ML MATT DARK GREY,['Repeat order'],Glass,,,,0.24,,,,,,,
Glass - Dirty Tequila 750ml,Glass,Dirty Tequila 750ml,['Repeat order'],Glass,"['recjj9UCYGcR5DSh5', 'recrN8NH3KIMBQN6Q']",,,1.494,"[{'id': 'attCDDWwFpgBHgzAw', 'width': 720, 'height': 960, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/-05m2cii4mDNRHsLUJV6TQ/sX6raCdg755zniw1apQUEGFz1Q-EMhi1K7mCv_PEfBj9eAUIIQ9pz_pmWGdm46X8YnmMDlV21g16-hubKVZNXxq0vWrE5tIseiZzNTuiDd4/XlkiSmrxaCkWHRg5Pk1T-EsWqzDPumuSD0roY6-d9tw', 'filename': 'Dirty 750ml.jpg', 'size': 32309, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/rtQjjjZq4s16AGMfvPalBQ/9D0FaN5hcZ7nYYEEmvmsNjsaQsd-pfD7VoFhYQVpOIZwThaK-DItgMKg9wbyyDrJqUH522dg5tORmmku15gQeA/hPg4AQVV18milm_-cRj8IS_edLj3uqy9oPJ6b4E_LRw', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/GglLwlI0leYPUytnhxOeBQ/3KCoGLSYdMkqkyKdRLhoVp6nGA3p5il-PXQLRjAYSoTbkHozVjnCmibEDXC26wfbSDsG2QeBPrzpnfCNoUHQUQ/Q5yCvv7irxHzlqqYvPcK596ZnWK2oCnNjisvVSzF4A0', 'width': 512, 'height': 683}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/4z65jDAqee9dRTeXCqQu3w/5g2Kcwgarg5XEX_O8zrziCB6DMYFYR35jSUgxEYcTfSjS1NqnUnnSXtyVLHV_6GXIZzBTFOgHA9YTunx1zN7og/RhEismy7Y1IUFhmvIT-lGfVqzmg3XX-0D_2Z5_RHpek', 'width': 720, 'height': 960}}}]",,,,,,
Ceramic - Mandala Anejo 1000ml bottle,Ceramic,Mandala Anejo 1000ml bottle,,Ceramic,['recWDGl4oVnOYJg9x'],['Craig@tequilamandala.com'],['recFguRyg9SzPEnkY'],4.03,"[{'id': 'attnEztWxAPCYtngC', 'width': 286, 'height': 413, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/z8Gegu6DLXm-vwskkKoOVg/9dm7hwltniAKsXcPPUbWCnX09TqOuSfJVie95kJPKnNnGZQrnzMZ_Wxk1PNEvnQbBZwpgyABdL6q6MTANsum-BHMbq1sMWnGn8X1nCFUzw8/piPAv97CFySo3EogliUVC8vm0rJuGXgWtUGGK4iKXZk', 'filename': 'image.png', 'size': 121386, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/BDLlvBY7JqvB8AoosbWmjA/l3Qgr_mq46npKVaUd-BqbyW7knCD82VPk0jXGgFgy_yQGR-BY7k8Hz60fQKzCgWkIhdnT5Kcx1P40AzLRnV-wA/cNywAfc4HH8OfE2hGor4jV8qKzEXGupsPQ-_n2DoiDs', 'width': 25, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/2jcd_Bvd12jr5tSmHRCaQQ/pYn55ZyeMtszXnzwmQzaT7m4zamuTazH5dlbLigxtpK2u4jWZ4eh6Vq-V9Wmj4lCBY01uLJBENueQCCY9LchsQ/ZM7Wh2KMa9JXe40unZsknmKTYZ1bADNisxpExcD3Bbk', 'width': 286, 'height': 413}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/HcwahX07x9fVBya-xo3bsQ/n4CoLTo8Acr1Ql5vJ7yK5sO-SlOUJlf_b_vSYUV9Gqw6Ahnm2G2QHjInhGxi5-zwejUs9nJIFvTrhxoxoIrGKw/525qOaQYIPK7LCp3sl5T4wTlgjwSGEU1HoZDW68OUuk', 'width': 3000, 'height': 3000}}}]",,,,22.0,,
